aam a dutch and german measure of liquids varying in different cities being at amsterdam about  wine gallons at antwerp   at hamburg
clansman	one belonging to the same clan with another
clapcake	oatmeal cake or bread clapped or beaten till it is thin
clarence	a close fourwheeled carriage with one seat inside and a seat for the driver
claribella	a soft sweet stop or set of open wood pipes in an organ
clarre	wine with a mixture of honey and species
clasper	one who or that which clasps as a tendril
classic	a work of acknowledged excellence and authority or its author  originally used of greek and latin works or authors but now applied to authors and works of a like character in any language
claustrum	a thin lamina of gray matter in each cerebral hemisphere of the brain of man
clavier	the keyboard of an organ pianoforte or harmonium
claymore	a large twohanded sword used formerly by the scottish highlanders
clearance	the act of clearing as to make a thorough clearance
clerestory	the upper story of the nave of a church containing windows and rising above the aisle roofs
cleavers	a species of galium g aparine having a fruit set with hooked bristles which adhere to whatever they come in contact with  called also goose grass catchweed etc
clef	a character used in musical notation to determine the position and pitch of the scale as represented on the staff
clemency	disposition to forgive and spare as offenders mildness of temper gentleness tenderness mercy
clepsine	a genus of freshwater leeches furnished with a proboscis they feed upon mollusks and worms
clergy	the body of men set apart by due ordination to the service of god in the christian church in distinction from the laity in england usually restricted to the ministers of the established church
cleromancy	a divination by throwing dice or casting lots
clue	a ball of thread yarn or cord also the thread itself
clicker	one who stands before a shop door to invite people to buy
clientele	the condition or position of a client clientship
climatologist	one versed in or who studies climatology
clinker	a mass composed of several bricks run together by the action of the fire in the kiln
clinodiagonal	that diagonal or lateral axis in a monoclinic crystal which makes an oblique angle with the vertical axis see crystallization
clinometer	an instrument for determining the dip of beds or strata pr the slope of an embankment or cutting a kind of plumb level
clinopinacoid	the plane in crystals of the monoclinic system which is parallel to the vertical and the inclined lateral clinidiagonal axes
clione	a genus of naked pteropods one species clione papilonacea abundant in the arctic ocean constitutes a part of the food of the greenland whale it is sometimes incorrectly called clio
clitoris	a small organ at the upper part of the vulva homologous to the penis in the male
cloaking	the act of covering with a cloak the act of concealing anything
clockwork	the machinery of a clock or machinery resembling that of a clock machinery which produces regularity of movement
cloff	formerly an allowance of two pounds in every three hundred weight after the tare and tret are subtracted now used only in a general sense of small deductions from the original weight
cloisterer	one belonging to or living in a cloister a recluse
close	to stop or fill up as an opening to shut as to close the eyes to close a door
closh	a disease in the feet of cattle laminitis
clothespin	a forked piece of wood or a small spring clamp used for fastening clothes on a line
cloudcompeller	cloudgatherer  an epithet applied to zeus
clough	a cleft in a hill a ravine a narrow valley
clover	a plant of different species of the genus trifolium as the common red clover t pratense the white t repens and the hares foot t arvense
clownishness	the manners of a clown coarseness or rudeness of behavior
clubhand	a short distorted hand also the deformity of having such a hand
clump	an unshaped piece or mass of wood or other substance
cluster	a number of things of the same kind growing together a bunch
clutter	a confused collection hence confusion disorder as the room is in a clutter
clypeus	the frontal plate of the head of an insect
cnida	one of the peculiar stinging cells found in coelenterata a nematocyst a lasso cell
cnidocil	the fine filiform process of a cnidoblast
coachfellow	one of a pair of horses employed to draw a coach hence fig a comrade
coadjutorship	the state or office of a coadjutor joint assistance
coagmentation	the act of joining or the state of being joined together union
coalesce	to grow together to unite by growth into one body as the parts separated by a wound coalesce
coalfish	the pollock  called also coalsey colemie colmey coal whiting etc see pollock
coalitionist	one who joins or promotes a coalition one who advocates coalition
coalwhipper	one who raises coal out of the hold of a ship
coaster	a vessel employed in sailing along a coast or engaged in the coasting trade
coati	a mammal of tropical america of the genus nasua allied to the raccoon but with a longer body tail and nose
cobia	an oceanic fish of large size elacate canada the crabeater  called also bonito cubbyyew coalfish and sergeant fish
cobourg	a thin worsted fabric for womens dresses
coca	the dried leaf of a south american shrub erythroxylon coca in med called erythroxylon
coccolite	a granular variety of pyroxene green or white in color
coccosteus	an extinct genus of devonian ganoid fishes having the broad plates about the head studded with berrylike tubercles
cockal	a game played with sheeps bones instead of dice
cockatrice	a fabulous serpent whose breath and look were said to be fatal see basilisk
cockchafer	a beetle of the genus melolontha esp m vulgaris and allied genera  called also may bug chafer or dorbeetle
cockfighting	the act or practice of pitting gamecocks to fight
cocklebur	a coarse composite weed having a rough or prickly fruit one of several species of the genus xanthium  called also clotbur
cockroach	an orthopterous insect of the genus blatta and allied genera
cockspur	a variety of crataegus or hawthorn c crusgalli having long straight thorns  called also cockspur thorn
cockup	a large highly esteemed edible fish of india lates calcarifer  also called begti
cocobolas	a very beautiful and hard wood obtained in the west india islands it is used in cabinetmaking for the handles of tools and for various fancy articles
codeine	one of the opium alkaloids a white crystalline substance chno similar to and regarded as a derivative of morphine but much feebler in its action  called also codeia
codille	a term at omber signifying that the game is won
coeducation	an educating together as of persons of different sexes or races
coenenchyma	the common tissue which unites the polyps or zooids of a compound anthozoan or coral it may be soft or more or less ossified see coral
coenosarc	the common soft tissue which unites the polyps of a compound hydroid see hydroidea
coetanean	a person coetaneous with another a contemporary
coeval	of the same age existing during the same period of time especially time long and remote  usually followed by with
coffeehouse	a house of entertainment where guests are supplied with coffee and other refreshments and where men meet for conversation
coffer	a casket chest or trunk especially one used for keeping money or other valuables
coffle	a gang of negro slaves being driven to market
cognac	a kind of french brandy so called from the town of cognac
cognizee	one to whom a fine of land was acknowledged
cogwheel	a wheel with cogs or teeth a gear wheel see illust of gearing
cohabitation	the act or state of dwelling together or in the same place with another
cohesion	the act or state of sticking together close union
cohort	a body of about five or six hundred soldiers the tenth part of a legion
coincide	to occupy the same place in space as two equal triangles when placed one on the other
coincider	one who coincides with another in an opinion
coinhabitant	one who dwells with another or with others
cointension	the condition of being of equal in intensity  applied to relations as  and  are relations of cointension
coition	a coming together sexual intercourse copulation
colaborer	one who labors with another an associate in labor
colatitude	the complement of the latitude or the difference between any latitude and ninety degrees
colchicum	a genus of bulbousrooted plants found in many parts of europe including the meadow saffron
cole	a plant of the brassica or cabbage genus esp that form of b oleracea called rape and coleseed
coleopterist	one versed in the study of the coleoptera
coaltit	a small european titmouse parus ater so named from its black color  called also coalmouse and colemouse
colic	a severe paroxysmal pain in the abdomen due to spasm obstruction or distention of some one of the hollow viscera
colin	the american quail or bobwhite the name is also applied to other related species see bobwhite
collaboration	the act of working together united labor
collar	something worn round the neck whether for use ornament restraint or identification as the collar of a coat a ladys collar the collar of a dog
collection	the act or process of collecting or of gathering as the collection of specimens
collectivism	the doctrine that land and capital should be owned by society collectively or as a whole communism
collectorship	the office of a collector of customs or of taxes
colleterium	an organ of female insects containing a cement to unite the ejected ova
collie	the scotch shepherd dog there are two breeds the roughhaired and smoothhaired it is remarkable for its intelligence displayed especially in caring for flocks
collineation	the act of aiming at or directing in a line with a fixed object
colliquament	the first rudiments of an embryo in generation
collocation	the act of placing the state of being placed with something else disposition in place arrangement
colloquialism	a colloquial expression not employed in formal discourse or writing
colluctancy	a struggling to resist a striving against resistance opposition of nature
colocolo	a south american wild cat felis colocolo of the size of the ocelot
colombier	a large size of paper for drawings see under paper
colonelcy	the office rank or commission of a colonel
colonizationist	a friend to colonization esp u s hist to the colonization of africa by emigrants from the colored population of the united states
colonnade	a series or range of columns placed at regular intervals with all the adjuncts as entablature stylobate roof etc
colophon	an inscription monogram or cipher containing the place and date of publication printers name etc formerly placed on the last page of a book
coloradoite	mercury telluride an ironblack metallic mineral found in colorado
colorimeter	an instrument for measuring the depth of the color of anything especially of a liquid by comparison with a standard liquid
colostrum	the first milk secreted after delivery biestings
colstaff	a staff by means of which a burden is borne by two persons on their shoulders
coltsfoot	a perennial herb tussilago farfara whose leaves and rootstock are sometimes employed in medicine
columbella	a genus of univalve shells abundant in tropical seas some species as columbella mercatoria were formerly used as shell money
columella	an axis to which a carpel of a compound pistil may be attached as in the case of the geranium or which is left when a pod opens
colza	a variety of cabbage brassica oleracea cultivated for its seeds which yield an oil valued for illuminating and lubricating purposes summer rape
comatulid	any crinoid of the genus antedon or allied genera
come	to move hitherward to draw near to approach the speaker or some place or person indicated  opposed to go
comeouter	one who comes out or withdraws from a religious or other organization a radical reformer
comet seeker	a telescope of low power having a large field of view used for finding comets
cometology	the department of astronomy relating to comets
comforter	one who administers comfort or consolation
comma	a character or point  marking the smallest divisions of a sentence written or printed
commander	a chief one who has supreme authority a leader the chief officer of an army or of any division of it
commandress	a woman invested with authority to command
commemoration	the act of commemorating an observance or celebration designed to honor the memory of some person or event
commendator	one who holds a benefice in commendam a commendatary
commensality	fellowship at table the act or practice of eating at the same table
commentator	one who writes a commentary or comments an expositor an annotator
commenter	one who makes or writes comments a commentator an annotator
commissary	one to whom is committed some charge duty or office by a superior power a commissioner
commitment	the act of committing or putting in charge keeping or trust consignment esp the act of committing to prison
committer	one who commits one who does or perpetrates
commode	a kind of headdress formerly worn by ladies raising the hair and fore part of the cap to a great height
commodity	convenience accommodation profit benefit advantage interest commodiousness
commonage	the right of pasturing on a common the right of using anything in common with others
commonplaceness	the quality of being commonplace commonness
commonwealth	a state a body politic consisting of a certain number of men united by compact or tacit agreement under one form of government and system of laws
communicant	one who partakes of or is entitled to partake of the sacrament of the lords supper a church member
communion	the act of sharing community participation
community	common possession or enjoyment participation as a community of goods
commutation	a passing from one state to another change alteration mutation
compaction	the act of making compact or the state of being compact
compacture	close union or connection of parts manner of joining construction
comparison	the act of comparing an examination of two or more objects with the view of discovering the resemblances or differences relative estimate
compartment	one of the parts into which an inclosed portion of space is divided as by partitions or lines as the compartments of a cabinet a house or a garden
compasses	an instrument for describing circles measuring figures etc consisting of two or rarely more pointed branches or legs usually joined at the top by a rivet on which they move
compassionateness	the quality or state of being compassionate
compatibleness	compatibility consistency fitness agreement
competency	the state of being competent fitness ability adequacy power
compiler	one who compiles esp one who makes books by compilation
complaisance	disposition to please or oblige obliging compliance with the wishes of others a deportment indicative of a desire to please courtesy civility
completement	act of completing or perfecting completion
complexedness	the quality or state of being complex or involved complication
complicacy	a state of being complicate or intricate
complication	the act or process of complicating the state of being complicated intricate or confused relation of parts entanglement complexity
compliment	an expression by word or act of approbation regard confidence civility or admiration a flattering speech or attention a ceremonious greeting as to send ones compliments to a friend
complin	the last division of the roman catholic breviary the seventh and last of the canonical hours of the western church the last prayer of the day to be said after sunset
compluvium	a space left unroofed over the court of a roman dwelling through which the rain fell into the impluvium or cistern
composer	one who composes an author specifically an author of a piece of music
composition	the act or art of composing or forming a whole or integral by placing together and uniting different things parts or ingredients
composure	the act of composing or that which is composed a composition
compound	in the east indies an inclosure containing a house outbuildings etc
comprehensibility	the quality or state of being comprehensible capability of being understood
compromit	to pledge by some act or declaration to promise
comptroler	a controller a public officer whose duty it is to examine certify accounts
comradeship	the state of being a comrade intimate fellowship
concavity	a concave surface or the space bounded by it the state of being concave
conceit	that which is conceived imagined or formed in the mind idea thought image conception
concentrator	an apparatus for the separation of dry comminuted ore by exposing it to intermittent puffs of air
concept	an abstract general conception a notion a universal
conception	the act of conceiving in the womb the initiation of an embryonic animal life
concertmeister	the head violinist or leader of the strings in an orchestra the subleader of the orchestra concert master
concettism	the use of concetti or affected conceits
conchoid	a curve of the fourth degree first made use of by the greek geometer nicomedes who invented it for the purpose of trisecting an angle and duplicating the cube
conchologist	one who studies or is versed in conchology
conchometry	the art of measuring shells or their curves conchyliometry
conciliabule	an obscure ecclesiastical council a conciliable
conciliation	the act or process of conciliating the state of being conciliated
concinnity	internal harmony or fitness mutual adaptation of parts elegance  used chiefly of style of discourse
conclave	the set of apartments within which the cardinals of the roman catholic church are continuously secluded while engaged in choosing a pope
conclusion	the last part of anything close termination end
conclusiveness	the quality of being conclusive decisiveness
concourse	a moving flowing or running together confluence
concrescence	coalescence of particles growth increase by the addition of particles
concretion	the process of concreting the process of uniting or of becoming united as particles of matter into a mass solidification
condensation	the act or process of condensing or of being condensed the state of being condensed
conder	one who watches shoals of fish a balker see balker
condignity	merit acquired by works which can claim reward on the score of general benevolence
condolence	expression of sympathy with another in sorrow or grief
conduce	to lead or tend esp with reference to a favorable or desirable result to contribute  usually followed by to or toward
conduct	the act or method of conducting guidance management
conductivity	the quality or power of conducting or of receiving and transmitting as heat electricity etc as the conductivity of a nerve
conduit	a pipe canal channel or passage for conveying water or fluid
condurrite	a variety of the mineral domeykite or copper arsenide from the condurra mine in cornwall england
confederacy	a league or compact between two or more persons bodies of men or states for mutual support or common action alliance
confessionalist	a priest hearing or sitting to hear confession
configuration	form as depending on the relative disposition of the parts of a thing shape figure
confirmer	one who or that which confirms establishes or ratifies one who corroborates
confiscation	the act or process of taking property or condemning it to be taken as forfeited to the public use
confiture	composition preparation as of a drug or confection a sweetmeat
conflation	a blowing together as of many instruments in a concert or of many fires in a foundry
confluence	the act of flowing together the meeting or junction of two or more streams the place of meeting
conformableness	the quality of being conformable conformability
conformer	one who conforms one who complies with established forms or doctrines
confutation	the act or process of confuting refutation
congelation	the act or process of passing or causing to pass from a fluid to a solid state as by the abstraction of heat the act or process of freezing
conglaciation	the act or process of changing into ice or the state of being converted to ice a freezing congelation also a frost
conglutin	a variety of vegetable casein resembling legumin and found in almonds rye wheat etc
conglutination	a gluing together a joining by means of some tenacious substance junction union
congratulation	the act of congratulating an expression of sympathetic pleasure
congregation	the act of congregating or bringing together or of collecting into one aggregate or mass
congregationalist	one who belongs to a congregational church or society one who holds to congregationalism
conhydrine	a vegetable alkaloid found with conine in the poison hemlock conium maculatum it is a white crystalline substance chno easily convertible into conine
conics	that branch of geometry which treats of the cone and the curves which arise from its sections
coniferin	a glucoside extracted from the cambium layer of coniferous trees as a white crystalline substance
conjugation	the act of uniting or combining union assemblage
conjunctiveness	the state or quality of being conjunctive
conjurator	one who swears or is sworn with others one bound by oath with others a compurgator
conjurer	one who conjures one who calls entreats or charges in a solemn manner
connature	participation in a common nature or character
connivance	intentional failure or forbearance to discover a fault or wrongdoing voluntary oversight passive consent or cooperation
connoisseur	one well versed in any subject a skillful or knowing person a critical judge of any art particulary of one of the fine arts
connubiality	the quality of being connubial something characteristics of the conjugal state an expression of connubial tenderness
conoid	anything that has a form resembling that of a cone
consanguinity	the relation of persons by blood in distinction from affinity or relation by marriage blood relationship as lineal consanguinity collateral consanguinity
consecrator	one who consecrates one who performs the rites by which a person or thing is devoted or dedicated to sacred purposes
considerer	one who considers a man of reflection a thinker
consignee	the person to whom goods or other things are consigned a factor  correlative to consignor
consignor	one who consigns something to another  opposed to consignee
consistency	the condition of standing or adhering together or being fixed in union as the parts of a body existence firmness coherence solidity
consistory	primarily a place of standing or staying together hence any solemn assembly or council
consolation	the act of consoling the state of being consoled allevation of misery or distress of mind refreshment of spirit comfort that which consoles or comforts the spirit
consomme	a clear soup or bouillion boiled down so as to be very rich
consopiation	the act of sleeping or of lulling to sleep
consortship	the condition of a consort fellowship partnership
conspicuity	the state or quality of being clear or bright brightness conspicuousness
conspurcation	the act of defiling defilement pollution
constantia	a superior wine white and red from constantia in cape colony
constitutionalism	the theory principles or authority of constitutional government attachment or adherence to a constitution or constitutional government
constriction	the act of constricting by means of some inherent power or by movement or change in the thing itself as distinguished from compression
construction	the process or art of constructing the act of building erection the act of devising and forming fabrication composition
constructure	that which is constructed or formed an edifice a fabric
consulage	a duty or tax paid by merchants for the protection of their commerce by means of a consul in a foreign place
contact	a close union or junction of bodies a touching or meeting
contemporariness	existence at the same time contemporaneousness
contemptibility	the quality of being contemptible contemptibleness
contention	a violent effort or struggle to obtain or to resist something contest strife
contesseration	an assemblage a collection harmonious union
contestation	the act of contesting emulation rivalry strife dispute
contingency	union or connection the state of touching or contact
contingentness	the state of being contingent fortuitousness
continuance	a holding on or remaining in a particular state permanence as of condition habits abode etc perseverance constancy duration stay
continuation	that act or state of continuing the state of being continued uninterrupted extension or succession prolongation propagation
contortion	a twisting a writhing wry motion a twist as the contortion of the muscles of the face
contrabasso	the largest kind of bass viol see violone
contractedness	the state of being contracted narrowness meanness selfishness
contractility	the quality or property by which bodies shrink or contract
contracture	a state of permanent rigidity or contraction of the muscles generally of the flexor muscles
contradiction	an assertion of the contrary to what has been said or affirmed denial of the truth of a statement or assertion contrary declaration gainsaying
contrafissure	a fissure or fracture on the side opposite to that which received the blow or at some distance from it
contraposition	a placing over against opposite position
contrarotation	circular motion in a direction contrary to some other circular motion
contrayerva	a species of dorstenia d contrayerva a south american plant the aromatic root of which is sometimes used in medicine as a gentle stimulant and tonic
contriteness	deep sorrow and penitence for sin contrition
contrivance	the act or faculty of contriving inventing devising or planning
contriver	one who contrives devises plans or schemas
controvertist	one skilled in or given to controversy a controversialist
contumacy	stubborn perverseness pertinacious resistance to authority
contusion	the act or process of beating bruising or pounding the state of being beaten or bruised
convection	the act or process of conveying or transmitting
conveniency	the state or quality of being convenient fitness or suitableness as of place time etc propriety
conventicle	a small assembly or gathering esp a secret assembly
conventionalist	one who adheres to a convention or treaty
conventionist	one who enters into a convention covenant or contract
conversableness	the quality of being conversable disposition to converse sociability
conversationist	one who converses much or who excels in conversation
convertend	any proposition which is subject to the process of conversion  so called in its relation to itself as converted after which process it is termed the converse see converse n logic
convertibleness	the state of being convertible convertibility
convexity	the state of being convex the exterior surface of a convex body roundness
conveyancing	the business of a conveyancer the act or business of drawing deeds leases or other writings for transferring the title to property from one person to another
convictism	the policy or practice of transporting convicts to penal settlements
convincer	one who or that which convinces one who wins over by proof
convocation	the act of calling or assembling by summons
convolution	the act of rolling anything upon itself or one thing upon another a winding motion
convolvulin	a glucoside occurring in jalap the root of a convolvulaceous plant and extracted as a colorless tasteless gummy mass of powerful purgative properties
convulsionist	one who has convulsions esp one of a body of fanatics in france early in the eighteenth century who went into convulsions under the influence of religious emotion as the convulsionists of st medard
conylene	an oily substance ch obtained from several derivatives of conine
cooee	a peculiar whistling sound made by the australian aborigenes as a call or signal
cookery	the art or process of preparing food for the table by dressing compounding and the application of heat
cooky	a small flat sweetened cake of various kinds
coolung	the great gray crane of india grus cinerea
coomb	a dry measure of four bushels or half a quarter
cooperation	the act of cooperating or of operating together to one end joint operation concurrent effort or labor
coordinateness	the state of being coordinate equality of rank or authority
cootfoot	the phalarope  so called because its toes are like the coots
copartner	one who is jointly concerned with one or more persons in business etc a partner an associate a partaker a sharer
coping	the highest or covering course of masonry in a wall often with sloping edges to carry off water  sometimes called capping
copland	a piece of ground terminating in a point or acute angle
copperhead	a poisonous american serpent ancistrodon conotortrix closely allied to the rattlesnake but without rattles  called also copperbelly and red viper
coppersmith	one whose occupation is to manufacture copper utensils a worker in copper
coppice	a grove of small growth a thicket of brushwood a wood cut at certain times for fuel or other purposes see copse
coprolite	a piece of petrified dung a fossil excrement
copulation	the act of coupling or joining union conjunction
copygraph	a contrivance for producing manifold copies of a writing or drawing
cora	the arabian gazelle gazella arabica found from persia to north africa
corallian	a deposit of coralliferous limestone forming a portion of the middle division of the oolite  called also coralrag
corallum	the coral or skeleton of a zoophyte whether calcareous of horny simple or compound see coral
corb	a basket used in coal mines etc see corf
corbeltable	a horizontal row of corbels with the panels or filling between them also less properly used to include the stringcourse on them
corcule	the heart of the seed the embryo or germ
cordelier	a franciscan  so called in france from the girdle of knotted cord worn by all franciscans
cordovan	same as cordwain in england the name is applied to leather made from horsehide
cordwainer	a worker in cordwain or cordovan leather a shoemaker
corespondent	one who is called upon to answer a summons or other proceeding jointly with another
coriander	an umbelliferous plant the coriandrum sativum the fruit or seeds of which have a strong smell and a spicy taste and in medicine are considered as stomachic and carminative
corium	armor made of leather particularly that used by the romans used also by enlish soldiers till the reign of edward i
corm	a solid bulbshaped root as of the crocus see bulb
cornbind	a weed that binds stalks of corn as convolvulus arvensis polygonum convolvulus
corncutter	a machine for cutting up stalks of corn for food of cattle
cornel	the cornelian cherry cornus mas a european shrub with clusters of small greenish flowers followed by very acid but edible drupes resembling cherries
corner	the point where two converging lines meet an angle either external or internal
cornetapiston	a brass wind instrument like the trumpet furnished with valves moved by small pistons or sliding rods a cornopean a cornet
cornflower	a conspicuous wild flower centaurea cyanus growing in grainfields
cornification	conversion into or formation of horn a becoming like horn
corniplume	a hornlike tuft of feathers on the head of some birds
cornu	a horn or anything shaped like or resembling a horn
coronis	in greek grammar a sign  sometimes placed over a contracted syllable
corosso	the name in central america for the seed of a true palm also a commercial name for the true ivory nut see ivory nut
corporality	the state of being or having a body bodily existence corporeality  opposed to spirituality
corporeity	the state of having a body the state of being corporeal materiality
corradiation	a conjunction or concentration of rays in one point
correctioner	one who is or who has been in the house of correction
correctness	the state or quality of being correct as the correctness of opinions or of manners correctness of taste correctness in writing or speaking the correctness of a text or copy
correi	a hollow in the side of a hill where game usually lies
corridor	a gallery or passageway leading to several apartments of a house
corroboration	the act of corroborating strengthening or confirming addition of strength confirmation as the corroboration of an argument or of information
corrosibleness	the quality or state of being corrosible
corroval	a dark brown substance of vegetable origin allied to curare and used by the natives of new granada as an arrow poison
corruptibility	the quality of being corruptible the possibility or liability of being corrupted corruptibleness
corruptionist	one who corrupts or who upholds corruption
corsak	a small foxlike mammal cynalopex corsac found in central asia
corset	in the middle ages a gown or basque of which the body was close fitting worn by both men and women
corvette	a war vessel ranking next below a frigate and having usually only one tier of guns  called in the united states navy a sloop of war
cosecant	the secant of the complement of an arc or angle see illust of functions
coshering	a feudal prerogative of the lord of the soil entitling him to lodging and food at his tenants house
cosine	the sine of the complement of an arc or angle see illust of functions
cosmogony	the creation of the world or universe a theory or account of such creation as the poetical cosmogony of hesoid the cosmogonies of thales anaxagoras and plato
cosmography	a description of the world or of the universe or the science which teaches the constitution of the whole system of worlds or the figure disposition and relation of all its parts
cosmometry	the art of measuring the world or the universe
cosmopolitanism	the quality of being cosmopolitan cosmopolitism
cosset	a lamb reared without the aid of the dam hence a pet in general
coster	one who hawks about fruit green vegetables fish etc
costiveness	an unnatural retention of the fecal matter of the bowels constipation
costotome	an instrument chisel or shears to cut the ribs and open the thoracic cavity in postmortem examinations and dissections
costumer	one who makes or deals in costumes as for theaters fancy balls etc
cotarnine	a white crystalline substance chno obtained as a product of the decomposition of narcotine it has weak basic properties and is usually regarded as an alkaloid
coterie	a set or circle of persons who meet familiarly as for social literary or other purposes a clique
cotinga	a bird of the family cotingidae including numerous brightcolored south american species  called also chatterers
cotqueanity	the condition character or conduct of a cotquean
cottier	in great britain and ireland a person who hires a small cottage with or without a plot of land cottiers commonly aid in the work of the landlords farm
cottonade	a somewhat stout and thick fabric of cotton
cottonwood	an american tree of the genus populus or poplar having the seeds covered with abundant cottonlike hairs esp the p monilifera and p angustifolia of the western united states
cotyle	a cuplike cavity or organ same as acetabulum
coucal	a large old world ground cuckoo of the genus centropus of several species
councilman	a member of a council especially of the common council of a city a councilor
counselorship	the function and rank or office of a counselor
counteraction	action in opposition hindrance resistance
counterfort	a kind of buttress of masonry to strengthen a revetment wall
counterirritation	see counter irritant etc under counter a
counterman	a man who attends at the counter of a shop to sell goods
counterpane	a coverlet for a bed  originally stitched or woven in squares or figures
counterstep	a contrary method of procedure opposite course of action
countertime	the resistance of a horse that interrupts his cadence and the measure of his manege occasioned by a bad horseman or the bad temper of the horse
countryside	a particular rural district a country neighborhood
county	an earldom the domain of a count or earl
couplet	two taken together a pair or couple especially two lines of verse that rhyme with each other
courche	a square piece of linen used formerly by women instead of a cap a kerchief
course	the act of moving from one point to another progress passage
court	an inclosed space a courtyard an uncovered area shut in by the walls of a building or by different building also a space opening from a street and nearly surrounded by houses a blind alley
courtcraft	the artifices intrigues and plottings at courts
courteousness	the quality of being courteous politeness courtesy
courtesy	politeness civility urbanity courtliness
courtleet	a court of record held once a year in a particular hundred lordship or manor before the steward of the leet
courtmartial	a court consisting of military or naval officers for the trial of one belonging to the army or navy or of offenses against military or naval law
courtyard	a court or inclosure attached to a house
cousinhood	the state or condition of a cousin also the collective body of cousins kinsfolk
coussinet	a stone placed on the impost of a pier for receiving the first stone of an arch
covellite	a native sulphide of copper occuring in masses of a dark blue color  hence called indigo copper
covering	anything which covers or conceals as a roof a screen a wrapper clothing etc
covey	a brood or hatch of birds an old bird with her brood of young hence a small flock or number of birds together  said of game as a covey of partridges
cowardice	want of courage to face danger extreme timidity pusillanimity base fear of danger or hurt lack of spirit
cowberry	a species of vaccinium v vitisidaea which bears acid red berries which are sometimes used in cookery  locally called mountain cranberry
cowcatxjer	a strong inclined frame usually of wroughtiron bars in front of a locomotive engine for catching or throwing off obstructions on a railway as cattle the pilot
cowleech	one who heals diseases of cows a cow doctor
cowpea	the seed of one or more leguminous plants of the genus dolichos also the plant itself many varieties are cultivated in the southern part of the united states
cowslip	a common flower in england primula veris having yellow blossoms and appearing in early spring it is often cultivated in the united states
coxcomb	a strip of red cloth notched like the comb of a cock which licensed jesters formerly wore in their caps
coyote	a carnivorous animal canis latrans allied to the dog found in the western part of north america  called also prairie wolf its voice is a snapping bark followed by a prolonged shrill howl
cozenage	the art or practice of cozening artifice fraud
crabstick	a stick cane or cudgel made of the wood of the crab tree
craftsmaster	one skilled in his craft or trade one of superior cunning
cragsman	one accustomed to climb rocks or crags esp one who makes a business of climbing the cliffs overhanging the sea to get the eggs of sea birds or the birds themselves
crampet	a cramp iron or cramp ring a chape as of a scabbard
cranage	the liberty of using a crane as for loading and unloading vessels
crania	a genus of living brachiopoda  so called from its fancied resemblance to the cranium or skull
craniology	the department of science as of ethnology or archaeology which deals with the shape size proportions indications etc of skulls the study of skulls
crants	a garland carried before the bier of a maiden
crappie	a kind of freshwater bass of the genus pomoxys found in the rivers of the southern united states and mississippi valley there are several species
crastination	procrastination a putting off till tomorrow
crate	a large basket or hamper of wickerwork used for the transportation of china crockery and similar wares
cream	the rich oily and yellowish part of milk which when the milk stands unagitated rises and collects on the surface it is the part of milk from which butter is obtained
creasing	a layer of tiles forming a corona for a wall
creatin	a white crystalline nitrogenous substance found abundantly in muscle tissue
creationism	the doctrine that a soul is specially created for each human being as soon as it is formed in the womb  opposed to traducianism
credendum	a thing to be believed an article of faith  distinguished from agendum a practical duty
credit	reliance on the truth of something said or done belief faith trust confidence
credulity	readiness of belief a disposition to believe on slight evidence
creephole	a hole or retreat into which an animal may creep to escape notice or danger
cremaillere	an indented or zigzaged line of intrenchment
cremator	one who or that which cremates or consumes to ashes
cremona	a superior kind of violin formerly made at cremona in italy
crenature	a rounded tooth or notch of a crenate leaf or any part that is crenate  called also crenelle
crepane	an injury in a horses leg caused by the shoe of one hind foot striking and cutting the other leg it sometimes forms an ulcer
crepitus	the noise produced by a sudden discharge of wind from the bowels
cresol	any one of three metameric substances chchoh homologous with and resembling phenol they are obtained from coal tar and wood tar and are colorless oily liquids or solids called also cresylic acid
cresset	an open frame or basket of iron filled with combustible material to be burned as a beacon an open lamp or firrepan carried on a pole in nocturnal processions
cresting	an ornamental finish on the top of a wall or ridge of a roof
cretonne	a strong white fabric with warp of hemp and weft of flax
crevice	a narrow opening resulting from a split or crack or the separation of a junction a cleft a fissure a rent
crewelwork	embroidery in crewels commonly done upon some plain material such as linen
cribbing	the act of inclosing or confining in a crib or in close quarters
cribration	the act or process of separating the finer parts of drugs from the coarser by sifting
crick	the creaking of a door or a noise resembling it
cripple	one who creeps halts or limps one who has lost or never had the use of a limb or limbs a lame person hence one who is partially disabled
crisper	one who or that which crisps or curls an instrument for making little curls in the nap of cloth as in chinchilla
criterion	a standard of judging any approved or established rule or test by which facts principles opinions and conduct are tried in forming a correct judgment respecting them
critic	one skilled in judging of the merits of literary or artistic works a connoisseur an adept hence one who examines literary or artistic works etc and passes judgment upon them a reviewer
criticalness	the state or quality of being critical or of occurring at a critical time
crocein	a name given to any one of several yellow or scarlet dyestuffs of artificial production and complex structure in general they are diazo and sulphonic acid derivatives of benzene and naphthol
croche	a little bud or knob at the top of a deers antler
crocin	the coloring matter of chinese yellow pods the fruit of gardenia grandiflora
crocket	an ornament often resembling curved and bent foliage projecting from the sloping edge of a gable spire etc
crocodility	a caption or sophistical mode of arguing
croft	a small inclosed field adjoining a house a small farm
crook	to turn from a straight line to bend to curve
croquet	an openair game in which two or more players endeavor to drive wooden balls by means of mallets through a series of hoops or arches set in the ground according to some pattern
